Receiver, CornerNum, Index, Sati, Longi, X, Y, Z, Dx, Dy, Dz
Phone,1,19,37.450573299999995,126.65204028333333,-3026417.8778880616,4067351.969487955,3857230.9311163616,-0.0070474823005497456,-0.2368773235939443,-0.04003693303093314
Phone,1,20,37.450573283333334,126.65204031666666,-3026417.8809258076,4067351.9686296606,3857230.9296478634,-0.010085228364914656,-0.23773561790585518,-0.04150543129071593
Phone,1,21,37.450573283333334,126.65204041666667,-3026417.888024676,4067351.963347565,3857230.9296478634,-0.017184096854180098,-0.24301771353930235,-0.04150543129071593
Phone,1,22,37.45057331666667,126.65204051666666,-3026417.893780628,4067351.956260659,3857230.9325848618,-0.022940048947930336,-0.25010461965575814,-0.0385684329085052
Phone,1,23,37.45057335,126.65204061666667,-3026417.8995365803,4067351.9491737527,3857230.9355218583,-0.028696001041680574,-0.25719152577221394,-0.03563143638893962
Phone,1,24,37.450573383333335,126.65204066666665,-3026417.9017430986,4067351.944727894,3857230.9384588557,-0.03090251935645938,-0.26163738453760743,-0.03269443893805146
Phone,1,25,37.450573416666664,126.65204071666668,-3026417.9039496193,4067351.940282034,3857230.9413958522,-0.03310903999954462,-0.2660832442343235,-0.02975744241848588
Phone,1,26,37.45057343333334,126.65204073333334,-3026417.9044613033,4067351.93849928,3857230.942864352,-0.033620723988860846,-0.2678659986704588,-0.028288942761719227
Phone,1,27,37.45057346666667,126.65204073333334,-3026417.903118388,4067351.93669447,3857230.9458013484,-0.03227780852466822,-0.26967080868780613,-0.025351946242153645
Phone,1,28,37.45057348333333,126.65204076666666,-3026417.952204081,4067351.997722277,3857231.0080775274,-0.08136350195854902,-0.20864300150424242,0.036924232728779316
Phone,1,29,37.45057348333333,126.65204073333334,-3026417.9498377917,4067351.9994829753,3857231.0080775274,-0.07899721246212721,-0.20688230311498046,0.036924232728779316
Phone,1,30,37.45057348333333,126.65204068333333,-3026417.9462883575,4067352.0021240236,3857231.0080775274,-0.07544777821749449,-0.2042412548325956,0.036924232728779316
Phone,1,31,37.45057348333333,126.65204081666667,-3026417.9557535173,4067351.9950812277,3857231.0080775274,-0.08491293806582689,-0.21128405071794987,0.036924232728779316
Phone,1,Avg,None,None,-3026417.8708405793,4067352.2063652785,3857230.9711532947,0,0,0
Phone,2,0,37.4503099,126.65192816666668,-3026418.303156637,4067369.1596944486,3857204.86498081,-2.142496642190963,-0.5209996574558318,-0.8979461556300521
Phone,2,1,37.45031253333333,126.6519232,-3026417.749706865,4067369.152076789,3857204.975389575,-1.589046869892627,-0.5286173168569803,-0.7875373903661966
Phone,2,2,37.45031493333333,126.65191908333333,-3026417.2659980743,4067369.112194872,3857205.0652392856,-1.1053380793891847,-0.5684992340393364,-0.6976876799017191
Phone,2,3,37.45031613333333,126.65191321666667,-3026416.6590122078,4067369.1660311655,3857204.988549483,-0.498352212831378,-0.5146629405207932,-0.7743774824775755
Phone,2,4,37.45031676666667,126.65190884999998,-3026416.276120938,4067369.298700102,3857204.983545245,-0.11546094296500087,-0.3819940038956702,-0.7793817203491926
Phone,2,5,37.450318616666664,126.65190738333334,-3026416.192254412,4067369.403386774,3857205.2681636508,-0.03159441705793142,-0.2773073320277035,-0.4947633147239685
Phone,2,6,37.45032081666667,126.65190691666666,-3026415.975712888,4067369.181537142,3857205.3403912876,0.18494710698723793,-0.49915696401149035,-0.4225356779061258
Phone,2,7,37.45032108333333,126.65190593333334,-3026415.942554705,4067369.282730537,3857205.4246946527,0.21810529008507729,-0.39796356903389096,-0.3382323128171265
Phone,2,8,37.45032151666667,126.65190536666665,-3026415.884869874,4067369.2891999693,3857205.4628757113,0.27579012094065547,-0.39149413676932454,-0.3000512542203069
Phone,2,9,37.4503211,126.65190373333334,-3026415.92788009,4067369.589107881,3857205.6085851504,0.2327799047343433,-0.09158622520044446,-0.1543418150395155
Phone,2,10,37.45032141666666,126.65190338333332,-3026415.937667235,4067369.6541408245,3857205.6972940248,0.22299276012927294,-0.02655328158289194,-0.06563294073566794
Phone,2,11,37.450321583333334,126.65190366666666,-3026415.9984571366,4067369.6938421237,3857205.7727863807,0.16220285836607218,0.013148017693310976,0.009859415236860514
Phone,2,12,37.45032186666666,126.65190351666666,-3026416.0237849825,4067369.7501156824,3857205.8585582515,0.13687501242384315,0.06942157633602619,0.09563128603622317
Phone,2,13,37.45032213333333,126.651903,-3026415.9763641143,4067369.762968075,3857205.88205429,0.18429588060826063,0.08227396896108985,0.11912732431665063
Phone,2,14,37.4503221,126.65190256666668,-3026415.9943359867,4067369.851353182,3857205.939924618,0.16632400825619698,0.17065907595679164,0.1769976527430117
Phone,2,15,37.450322283333335,126.65190218333333,-3026415.9597375714,4067369.8616747907,3857205.9560781433,0.20092242350801826,0.1809806847013533,0.1931511778384447
Phone,2,16,37.45032236666667,126.65190204999999,-3026415.946915115,4067369.8642055746,3857205.9634206556,0.21374487970024347,0.1835114685818553,0.2004936900921166
Phone,2,17,37.45032241666667,126.65190198333333,-3026415.9401681614,4067369.8650197657,3857205.9678261625,0.22049183351919055,0.18432565964758396,0.20489919697865844
Phone,2,18,37.45032248333334,126.65190191666667,-3026415.9327497566,4067369.8649315564,3857205.9737001713,0.22791023831814528,0.18423745036125183,0.21077320585027337
Phone,2,19,37.45032258333333,126.6519019,-3026415.927537898,4067369.860397498,3857205.9825111856,0.23312209686264396,0.17970339208841324,0.21958422008901834
Phone,2,20,37.45032273333334,126.65190186666665,-3026415.919128533,4067369.854036585,3857205.9957277067,0.24153146194294095,0.17334247892722487,0.23280074121430516
Phone,2,21,37.45032283333333,126.65190185000002,-3026415.9139166786,4067369.8495025253,3857206.0045387205,0.24674331629648805,0.16880841925740242,0.24161175498738885
Phone,2,22,37.45032293333334,126.65190181666667,-3026415.954912535,4067369.9095400563,3857206.07415707,0.20574746001511812,0.22884595021605492,0.3112301044166088
Phone,2,23,37.450323000000004,126.65190173333333,-3026415.9463109793,4067369.910332195,3857206.080031079,0.2143490156158805,0.22963808896020055,0.31710411328822374
Phone,2,24,37.45032308333334,126.65190163333334,-3026415.9358548224,4067369.9111022814,3857206.0873735896,0.22480517253279686,0.23040817538276315,0.32444662414491177
Phone,2,25,37.45032318333333,126.65190156666668,-3026415.927093515,4067369.909209269,3857206.0961846043,0.23356647975742817,0.228515163064003,0.333257638849318
Phone,2,26,37.45032328333333,126.65190151666665,-3026415.96690622,4067369.9701271486,3857206.1658029524,0.19375377474352717,0.28943304251879454,0.4028759868815541
Phone,2,27,37.450323366666666,126.65190146666667,-3026415.959999515,4067369.968256187,3857206.173145465,0.2006604797206819,0.28756208112463355,0.4102184996008873
Phone,2,28,37.45032353333333,126.65190146666667,-3026415.9532850008,4067369.9592321753,3857206.187830488,0.20737499417737126,0.27853806922212243,0.4249035227112472
Phone,2,29,37.45032356666666,126.65190145,-3026415.9507589475,4067369.9583077217,3857206.190767493,0.2099010474048555,0.27761361561715603,0.42784052761271596
Phone,2,30,37.45032356666666,126.65190143333332,-3026415.9495757963,4067369.9591880715,3857206.190767493,0.21108419867232442,0.27849396551027894,0.42784052761271596
Phone,2,31,37.45032356666666,126.65190141666666,-3026415.948392646,4067369.9600684205,3857206.190767493,0.21226734900847077,0.2793743144720793,0.42784052761271596
Phone,2,Avg,None,None,-3026416.160659995,4067369.680694106,3857205.7629269655,0,0,0
Phone,3,0,37.45036748333334,126.65175745,-3026404.622533754,4067376.078353436,3857210.9115736545,-2.854423855897039,0.42190989293158054,0.29363148752599955
Phone,3,1,37.45036726666667,126.65175068333335,-3026404.056121636,4067376.320122248,3857210.7708683386,-2.288011738099158,0.6636787047609687,0.15292617166414857
Phone,3,2,37.450368166666664,126.65174601666668,-3026403.7359714936,4067376.581580413,3857210.910974832,-1.9678615955635905,0.9251368697732687,0.2930326648056507
Phone,3,3,37.450369916666666,126.65174301666666,-3026403.4051112602,4067376.5815987675,3857211.0043601207,-1.6370013621635735,0.9251552242785692,0.38641795376315713
Phone,3,4,37.450371866666664,126.65173963333334,-3026402.8968091845,4067376.399962184,3857210.932945215,-1.1286992863751948,0.7435186407528818,0.31500304816290736
Phone,3,5,37.45037373333333,126.65173208333333,-3026401.859123213,4067376.124467086,3857210.5501507544,-0.09101331513375044,0.4680235427804291,-0.06779141258448362
Phone,3,6,37.45037478333334,126.65173068333334,-3026401.717437147,4067376.141564563,3857210.6426663417,0.0506727509200573,0.4851210196502507,0.02472417475655675
Phone,3,7,37.450375949999994,126.65173208333333,-3026401.769820424,4067376.004447323,3857210.7454614346,-0.0017105257138609886,0.3480037795379758,0.12751926761120558
Phone,3,8,37.45037618333333,126.65173273333333,-3026401.711781759,4067375.830097556,3857210.644405638,0.05632813926786184,0.17365401284769177,0.02646347088739276
Phone,3,9,37.45037691666666,126.65173136666665,-3026401.3956569694,4067375.6078146854,3857210.465790057,0.37245292868465185,-0.04862885782495141,-0.15215210989117622
Phone,3,10,37.450377350000004,126.65173088333334,-3026401.2491066046,4067375.4824994956,3857210.38235627,0.5190032934769988,-0.17394404765218496,-0.2355858967639506
Phone,3,11,37.450377933333336,126.65173115,-3026401.2445362974,4067375.436829838,3857210.433753808,0.5235736006870866,-0.21961370529606938,-0.18418835895136
Phone,3,12,37.45037828333333,126.65173165,-3026401.313321046,4067375.4551603515,3857210.525399743,0.45478885201737285,-0.2012831917963922,-0.0925424238666892
Phone,3,13,37.45037833333333,126.65173181666665,-3026401.3231382123,4067375.443649694,3857210.529805246,0.4449716857634485,-0.21279384940862656,-0.08813692117109895
Phone,3,14,37.450378433333334,126.65173189999999,-3026401.325025273,4067375.433833546,3857210.538616253,0.4430846250616014,-0.22260999726131558,-0.07932591391727328
Phone,3,15,37.45037846666666,126.65173196666667,-3026401.3284149817,4067375.4285073588,3857210.541553255,0.43969491636380553,-0.22793618449941278,-0.07638891180977225
Phone,3,16,37.45037848333333,126.65173203333333,-3026401.3324761386,4067375.424083577,3857210.5430217567,0.43563375947996974,-0.232359966263175,-0.07492041029036045
Phone,3,17,37.45037851666667,126.65173206666665,-3026401.3334995406,4067375.4205180802,3857210.5459587583,0.4346103575080633,-0.23592546302825212,-0.07198340864852071
Phone,3,18,37.450378533333335,126.65173206666665,-3026401.3328280915,4067375.419615677,3857210.5474272594,0.4352818066254258,-0.23682786617428064,-0.0705149075947702
Phone,3,19,37.45037858333333,126.65173203333333,-3026401.328447442,4067375.418669152,3857210.551832763,0.4396624560467899,-0.23777439119294286,-0.06610940396785736
Phone,3,20,37.45037861666666,126.651732,-3026401.3247382366,4067375.418625033,3857210.554769765,0.4433716614730656,-0.23781851027160883,-0.06317240186035633
Phone,3,21,37.45037865,126.65173196666667,-3026401.3210290372,4067375.418580913,3857210.5577067668,0.4470808608457446,-0.23786263028159738,-0.06023540021851659
Phone,3,22,37.45037873333333,126.651732,-3026401.3200380905,4067375.412308204,3857210.5650492725,0.44807180762290955,-0.24413533927872777,-0.052892894484102726
Phone,3,23,37.45037886666667,126.65173205,-3026401.3182159504,4067375.402447935,3857210.576797282,0.4498939476907253,-0.2539956080727279,-0.04114488512277603
Phone,3,24,37.450378949999994,126.65173211666666,-3026401.319591309,4067375.3944145367,3857210.5841397876,0.4485185891389847,-0.2620290066115558,-0.03380237938836217
Phone,3,25,37.450379033333334,126.65173216666666,-3026401.3197835144,4067375.3872614843,3857210.5914822933,0.4483263837173581,-0.2691820589825511,-0.026459873653948307
Phone,3,26,37.45037906666666,126.6517322,-3026401.32080692,4067375.3836959847,3857210.594419295,0.4473029780201614,-0.27274755854159594,-0.023522872012108564
Phone,3,27,37.4503791,126.65173223333335,-3026401.3218303244,4067375.380130488,3857210.5973562975,0.44627957371994853,-0.27631305530667305,-0.020585869438946247
Phone,3,28,37.45037915,126.65173226666666,-3026401.3221822763,4067375.3756625876,3857210.6017618016,0.4459276217967272,-0.28078095568343997,-0.016180365346372128
Phone,3,29,37.4503792,126.6517323,-3026401.3225342333,4067375.371194685,3857210.6061673043,0.44557566475123167,-0.2852488583885133,-0.01177486265078187
Phone,3,30,37.45037921666667,126.65173226666666,-3026401.319496478,4067375.3720529703,3857210.607635806,0.4486134201288223,-0.2843905729241669,-0.010306361131370068
Phone,3,Avg,None,None,-3026401.768109898,4067375.6564435433,3857210.617942167,0,0,0
Phone,4,0,37.450622700000004,126.65190076666667,-3026405.746625218,4067356.3456888124,3857234.9797059507,-0.865939729847014,0.9213629262521863,1.0337607567198575
Phone,4,1,37.450622116666665,126.65189953333332,-3026405.635182715,4067356.3787276912,3857234.8675007895,-0.754497226793319,0.9544018050655723,0.921555595472455
Phone,4,2,37.45062205,126.65189743333333,-3026405.2992294533,4067356.238496927,3857234.618395805,-0.4185439650900662,0.8141710408963263,0.6724506109021604
Phone,4,3,37.45062213333333,126.65189749999999,-3026405.1584327407,4067356.039390541,3857234.4433150464,-0.27774725249037147,0.6150646549649537,0.4973698523826897
Phone,4,4,37.4506224,126.65189816666667,-3026405.0054525873,4067355.734974242,3857234.2235800074,-0.12476709904149175,0.3106483556330204,0.27763481345027685
Phone,4,5,37.45062333333333,126.65189841666667,-3026404.7960355342,4067355.416470276,3857234.0625848505,0.0846499539911747,-0.007855609990656376,0.11663965648040175
Phone,4,6,37.45062276666667,126.65189903333334,-3026404.8152507674,4067355.350888371,3857233.9518481996,0.06543472083285451,-0.07343751518055797,0.005903005599975586
Phone,4,7,37.45062248333333,126.65189926666666,-3026404.7958388906,4067355.290213481,3857233.866076,0.0848465976305306,-0.13411240512505174,-0.07986919395625591
Phone,4,8,37.45062221666667,126.65189941666668,-3026404.8172305007,4067355.296728895,3857233.842580046,0.06345498748123646,-0.1275969911366701,-0.10336514795199037
Phone,4,9,37.45062208333333,126.65189948333334,-3026404.827334733,4067355.3004267756,3857233.830832069,0.053350755013525486,-0.1238991105929017,-0.11511312518268824
Phone,4,10,37.450622116666665,126.65189941666668,-3026404.8212592383,4067355.3021433414,3857233.8337690635,0.05942624993622303,-0.12218254478648305,-0.1121761305257678
Phone,4,11,37.45062218333333,126.65189933333335,-3026404.812657685,4067355.302935438,3857233.839643052,0.06802780320867896,-0.12139044795185328,-0.10630214214324951
Phone,4,12,37.45062218333333,126.65189933333335,-3026404.812657685,4067355.302935438,3857233.839643052,0.06802780320867896,-0.12139044795185328,-0.10630214214324951
Phone,4,13,37.45062218333333,126.65189931666667,-3026404.8114745393,4067355.3038157835,3857233.839643052,0.06921094888821244,-0.12051010271534324,-0.10630214214324951
Phone,4,14,37.45062218333333,126.6518993,-3026404.8102913937,4067355.304696129,3857233.839643052,0.07039409456774592,-0.11962975701317191,-0.10630214214324951
Phone,4,15,37.45062218333333,126.65189926666666,-3026404.8079251028,4067355.3064568196,3857233.839643052,0.0727603854611516,-0.11786906654015183,-0.10630214214324951
Phone,4,16,37.45062216666667,126.65189921666666,-3026404.8050471214,4067355.3100002636,3857233.8381745555,0.07563836686313152,-0.11432562256231904,-0.10777063854038715
Phone,4,17,37.45062216666667,126.65189916666668,-3026404.8014976843,4067355.3126413,3857233.8381745555,0.07918780390173197,-0.11168458638712764,-0.10777063854038715
Phone,4,18,37.45062213333333,126.65189911666667,-3026404.7519004857,4067355.253396164,3857233.774429811,0.12878500251099467,-0.1709297220222652,-0.17151538282632828
Phone,4,19,37.450622116666665,126.65189908333332,-3026404.7502056495,4067355.256059265,3857233.772961315,0.1304798386991024,-0.168266620952636,-0.17298387922346592
Phone,4,20,37.45062208333333,126.65189906666667,-3026404.750365418,4067355.258744424,3857233.77002432,0.13032007031142712,-0.16558146197348833,-0.17592087388038635
Phone,4,21,37.45062206666667,126.65189905000001,-3026404.7498537283,4067355.260527178,3857233.7685558237,0.1308317598886788,-0.16379870800301433,-0.177389370277524
Phone,4,22,37.450622016666664,126.65189906666667,-3026404.753051243,4067355.262354055,3857233.7641503317,0.1276342454366386,-0.16197183122858405,-0.18179486226290464
Phone,4,23,37.450621999999996,126.65189908333332,-3026404.7549058427,4067355.2623761194,3857233.762681835,0.12577964551746845,-0.16194976679980755,-0.18326335912570357
Phone,4,24,37.450621983333335,126.6518991,-3026404.756760445,4067355.2623981815,3857233.7612133385,0.12392504326999187,-0.16192770469933748,-0.18473185552284122
Phone,4,25,37.45062196666667,126.6518991,-3026404.7574319006,4067355.263300589,3857233.759744841,0.12325358763337135,-0.16102529736235738,-0.18620035285130143
Phone,4,26,37.45062203333334,126.65189928333332,-3026404.767760678,4067355.2500071577,3857233.76561883,0.11292481003329158,-0.1743187285028398,-0.18032636400312185
Phone,4,27,37.450621999999996,126.65189936666665,-3026404.7750193197,4067355.247410247,3857233.762681835,0.10566616849973798,-0.1769156390801072,-0.18326335912570357
Phone,4,28,37.45062196666667,126.65189941666668,-3026404.77991167,4067355.2465740237,3857233.759744841,0.10077381832525134,-0.17775186244398355,-0.18620035285130143
Phone,4,29,37.45062191666667,126.65189946666666,-3026404.7854754757,4067355.2466402105,3857233.75533935,0.09521001251414418,-0.17768567567691207,-0.1906058439053595
Phone,4,30,37.45062188333333,126.6518995,-3026404.7891846793,4067355.246684335,3857233.7524023554,0.0915008089505136,-0.17764155101031065,-0.19354283856227994
Phone,4,Avg,None,None,-3026404.880685488,4067355.424325886,3857233.945945194,0,0,0
RTK,1,0,37.450540645000004,126.65205581000001,-3026420.8553796443,4067353.6696261233,3857228.772024677,-0.0018493682146072388,0.00041646184399724007,-0.0026484020054340363
RTK,1,1,37.450540653333334,126.65205580166666,-3026420.853030613,4067353.667704369,3857228.770934698,0.0004996629431843758,-0.0015052924863994122,-0.0037383809685707092
RTK,1,2,37.45054066,126.65205580166666,-3026420.8560793935,4067353.6718017724,3857228.775778632,-0.0025491174310445786,0.0025921110063791275,0.0011055530048906803
RTK,1,3,37.450540661666665,126.65205580833332,-3026420.8569594133,4067353.671996302,3857228.776533558,-0.003429137170314789,0.0027866405434906483,0.0018604788929224014
RTK,1,4,37.45054064166666,126.65205581500001,-3026420.8558688783,4067353.6695425,3857228.7717309766,-0.0023386022076010704,0.00033283839002251625,-0.0029421024955809116
RTK,1,5,37.45054063,126.65205581333333,-3026420.857168403,4067353.6715360368,3857228.7719191806,-0.003638126887381077,0.002326375339180231,-0.002753898501396179
RTK,1,6,37.450540628333336,126.65205580833332,-3026420.8535632393,4067353.6674320186,3857228.767515796,-3.2963231205940247e-05,-0.001777642872184515,-0.007157283369451761
RTK,1,7,37.450540635,126.65205583333334,-3026420.8579128296,4067353.6695719864,3857228.771751654,-0.00438255351036787,0.0003623249940574169,-0.0029214252717792988
RTK,1,8,37.450540655000005,126.65205581500001,-3026420.8562795296,4067353.670094394,3857228.77412193,-0.0027492535300552845,0.0008847326971590519,-0.0005511492490768433
RTK,1,9,37.450540665,126.65205580166666,-3026420.8549301387,4067353.670257233,3857228.77500303,-0.0013998625800013542,0.0010475716553628445,0.00032995082437992096
RTK,1,10,37.45054064833334,126.65205579,-3026420.854773395,4067353.671775881,3857228.773534531,-0.00124311912804842,0.00256621977314353,-0.0011385483667254448
RTK,1,11,37.450540651666664,126.65205580166666,-3026420.8578368495,4067353.6741637024,3857228.7768686116,-0.004306573420763016,0.004954040981829166,0.0021955324336886406
RTK,1,12,37.45054064666667,126.65205577666666,-3026420.8557896605,4067353.67511804,3857228.775819985,-0.002259384375065565,0.005908378399908543,0.001146906055510044
RTK,1,13,37.45054065,126.65205579166668,-3026420.8581419284,4067353.6760559697,3857228.7779379147,-0.004611652344465256,0.006846308242529631,0.0032648355700075626
RTK,1,14,37.450540681666666,126.65205577833333,-3026420.854024004,4067353.6724980464,3857228.7782957577,-0.0004937280900776386,0.0032883849926292896,0.0036226785741746426
RTK,1,15,37.450540695,126.65205577833333,-3026420.848273838,4067353.6647701194,3857228.772781717,0.005256438162177801,-0.004439542070031166,-0.001891362015157938
RTK,1,16,37.45054066333333,126.65205580833332,-3026420.856892268,4067353.671906062,3857228.7766804076,-0.003361992072314024,0.002696400508284569,0.002007328439503908
RTK,1,17,37.450540653333334,126.65205580666667,-3026420.858598557,4067353.674446265,3857228.777623538,-0.0050682807341217995,0.005236603785306215,0.002950458787381649
RTK,1,18,37.45054066333333,126.65205579333333,-3026420.856775257,4067353.6739721945,3857228.7778965603,-0.0032449807040393353,0.0047625331208109856,0.003223481122404337
RTK,1,19,37.45054064833334,126.65205578833333,-3026420.85418117,4067353.671227008,3857228.7729264544,-0.000650893896818161,0.002017346676439047,-0.0017466247081756592
RTK,1,20,37.450540706666665,126.65205575,-3026420.846266382,4067353.666271942,3857228.7744177436,0.007263894192874432,-0.002937719225883484,-0.00025533558800816536
RTK,1,21,37.450540695,126.65205577333333,-3026420.8479188955,4067353.665034224,3857228.772781717,0.005611380562186241,-0.004175437614321709,-0.001891362015157938
RTK,1,22,37.45054067333333,126.65205577166668,-3026420.847251751,4067353.664384659,3857228.7690484384,0.006278525106608868,-0.004825002513825893,-0.005624640733003616
RTK,1,23,37.450540665,126.65205581500001,-3026420.853033202,4067353.665731497,3857228.7713545715,0.000497074332088232,-0.003478164318948984,-0.0033185076899826527
RTK,1,24,37.45054069333333,126.65205580499999,-3026420.851181835,4067353.6647256208,3857228.7738510203,0.0023484411649405956,-0.004484040662646294,-0.000822058878839016
RTK,1,25,37.45054070833333,126.65205578166666,-3026420.848447212,4067353.6645090356,3857228.7745645926,0.005083064083009958,-0.004700625780969858,-0.00010848650708794594
RTK,1,26,37.45054072333333,126.65205579833334,-3026420.848078227,4067353.661542703,3857228.7746700905,0.0054520489647984505,-0.007666958495974541,-2.9886141419410706e-06
RTK,1,27,37.45054071833333,126.65205580166666,-3026420.8513597464,4067353.66545881,3857228.777877998,0.002170529682189226,-0.0037508513778448105,0.003204918932169676
RTK,1,28,37.45054068,126.65205580333334,-3026420.8544441424,4067353.6693570325,3857228.776324679,-0.0009138663299381733,0.0001473710872232914,0.0016516000032424927
RTK,1,29,37.450540690000004,126.65205580166666,-3026420.8506055884,4067353.66444526,3857228.7729492444,0.002924687694758177,-0.004764401353895664,-0.0017238347791135311
RTK,1,30,37.450540720000006,126.65205577833333,-3026420.8529535593,4067353.6710594236,3857228.782281383,0.000576716847717762,0.0018497621640563011,0.007608303800225258
RTK,1,31,37.45054074833333,126.65205577166668,-3026420.8489692803,4067353.66669293,3857228.781737451,0.004560995846986771,-0.0025167316198349,0.007064371835440397
RTK,1,Avg,None,None,-3026420.853530276,4067353.6692096614,3857228.774673079,0,0,0
RTK,2,0,37.45031465333333,126.65191259500001,-3026419.8482730566,4067373.544403531,3857208.9304128694,0.0036961324512958527,-0.0034612598828971386,-0.003944738768041134
RTK,2,1,37.45031465833333,126.65191259666666,-3026419.8510333886,4067373.54786625,3857208.9345018603,0.0009358003735542297,1.458916813135147e-06,0.00014425208792090416
RTK,2,2,37.450314688333336,126.65191260833332,-3026419.8516007974,4067373.5468995073,3857208.938361313,0.00036839162930846214,-0.0009652837179601192,0.004003704991191626
RTK,2,3,37.45031466333333,126.65191260000002,-3026419.852016403,4067373.548693284,3857208.9361585574,-4.721386358141899e-05,0.000828492920845747,0.0018009492196142673
RTK,2,4,37.45031467166667,126.65191259166667,-3026419.851089099,4067373.548682259,3857208.93689281,0.0008800900541245937,0.000817467924207449,0.002535201609134674
RTK,2,5,37.45031466666667,126.65191258333334,-3026419.846907689,4067373.544297856,3857208.9315876737,0.0050615002401173115,-0.0035669351927936077,-0.002769934479147196
RTK,2,6,37.450314645000006,126.65191257833334,-3026419.848373449,4067373.547008906,3857208.9308947646,0.00359574006870389,-0.0008558849804103374,-0.003462843596935272
RTK,2,7,37.450314678333335,126.65191259500001,-3026419.84679197,4067373.542413017,3857208.932007552,0.005177218932658434,-0.005451774224638939,-0.002350056078284979
RTK,2,8,37.450314688333336,126.65191261,-3026419.849349568,4067373.5436269105,3857208.9353209473,0.002619620878249407,-0.00423788046464324,0.0009633391164243221
RTK,2,9,37.45031467666667,126.65191258499999,-3026419.849466585,4067373.547489854,3857208.936117215,0.0025026039220392704,-0.0003749369643628597,0.0017596068792045116
RTK,2,10,37.45031468333333,126.65191258666667,-3026419.8474206845,4067373.544493207,3857208.9342723223,0.0045485044829547405,-0.003371584229171276,-8.528586477041245e-05
RTK,2,11,37.45031465,126.65191260166667,-3026419.8517240593,4067373.5480533466,3857208.933767609,0.00024512968957424164,0.00018855556845664978,-0.000589999370276928
RTK,2,12,37.45031466333333,126.65191261,-3026419.852252382,4067373.5475281635,3857208.9355504843,-0.00028319284319877625,-0.0003366274759173393,0.0011928761377930641
RTK,2,13,37.45031463666667,126.65191262333335,-3026419.853799318,4067373.5476308125,3857208.932592806,-0.0018301289528608322,-0.0002339784987270832,-0.001764802262187004
RTK,2,14,37.45031462666667,126.65191261,-3026419.851833941,4067373.546965797,3857208.929887484,0.0001352480612695217,-0.0008989940397441387,-0.004470124375075102
